"chamber","Date","campaign","T_treatment","HHMMSS","FTime","Ebal","Code","Tofit","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs"
"C07","2013-09-19",3,"ambient","12:09:47",3439.5,0,7,1,3.311713424,0.343490364,76.36155131,4.100341804,1.302923356,24.86076736,6,1.420000017,1,2.840000033,22.43815422,24.86076736,21.69619179,99.63751221,95.19326019,13.69695473,18.528162,50.19544601,67.90045166,499.796814,1799.823242,6.549014568,99.87258911,-0.913551331,0.084750891,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83299469,0.004100342,298.0107674,295.5881542,287.9717123,0.946193081,3.153378866,31.5740174,13.0458554,23.64946079,2.932487225,0.306428644,1.850455511,1.082031715,0.194535192,7.626425837,0.802173927,62.19270036,93.61903024,0.022000271
"C07","2013-09-19",3,"ambient","12:12:17",3589.5,0,7,1,7.092876447,0.381631332,104.838078,4.828639501,1.397933784,24.9813385,6,1.420000017,1,2.840000033,22.8980999,24.9813385,22.28440094,150.1005859,140.7688293,12.11033821,17.80437088,43.16040802,63.4535408,499.7514648,1798.841919,7.867102623,99.87479401,-1.007011414,0.109643698,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832919108,0.00482864,298.1313385,296.0480999,287.8147006,0.608148313,3.176141658,31.80123364,13.99686275,23.9397192,2.984146637,0.336423654,1.778207874,1.205938763,0.213907301,10.47068144,0.744753497,60.21340324,137.3972156,0.031084053
"C07","2013-09-19",3,"ambient","12:14:47",3739,0,7,1,12.91341913,0.391544931,150.9522552,4.875378087,1.379698458,25.05833435,6,1.420000017,1,2.840000033,22.94382286,25.05833435,22.28129959,230.7677917,214.0154419,12.38650894,18.13230705,44.02486801,64.44692993,499.8758545,1798.798706,7.869121552,99.87997437,-1.804405212,0.103543997,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833126424,0.004875378,298.2083344,296.0938229,287.8077865,0.579224092,3.190752822,31.94587145,13.8135644,24.00107861,2.995168535,0.344104021,1.811054364,1.184114172,0.21887725,15.07710738,0.705333475,61.02268175,207.8770209,0.037907579
"C07","2013-09-19",3,"ambient","12:17:23",3895.5,0,7,1,18.74558917,0.349977144,206.3331518,4.493179615,1.404132047,25.19444275,6,1.420000017,1,2.840000033,22.71694183,25.19444275,21.88471031,331.0763245,306.9031982,12.84772873,18.14688492,46.29848862,65.3946991,499.5107422,1800.198608,7.26125288,99.88453674,-2.890922546,0.096202612,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832517904,0.00449318,298.3444427,295.8669418,288.0317709,0.73293934,3.216725241,32.2044367,14.05755178,23.95569229,2.98701244,0.311580631,1.812593193,1.174419246,0.197858323,20.60949129,0.672306946,60.13439219,297.9924429,0.037828295
"C07","2013-09-19",3,"ambient","12:20:00",4052.5,0,7,1,22.7166877,0.294535653,249.0300656,3.903285684,1.424510699,25.09975433,6,1.420000017,1,2.840000033,22.38370323,25.09975433,21.49772453,419.8785706,390.7773743,13.16061497,17.76306343,48.39211273,65.31550598,499.8145752,1800.617188,6.986859322,99.87728119,-4.32698822,0.108495474,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833024292,0.003903286,298.2497543,295.5337032,288.0987436,1.010827872,3.19863718,32.02567332,14.26260989,23.74172878,2.948823377,0.266859704,1.774126481,1.174696896,0.169071029,24.87244588,0.637268383,58.61964652,379.9789489,0.03504521
"C07","2013-09-19",3,"ambient","12:22:30",4202,0,7,1,31.56559278,0.255911658,385.528678,3.487522676,1.446788639,25.13674927,6,1.420000017,1,2.840000033,22.38154984,25.13674927,21.49936295,650.2440186,609.7973633,13.49885464,17.61179543,49.63914108,64.76359558,499.8031311,1799.842285,7.650940418,99.87084961,-7.904319763,0.116834402,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833005219,0.003487523,298.2867493,295.5315498,287.9747592,1.221191718,3.205693611,32.09839131,14.48659588,23.75914955,2.951916659,0.234757703,1.758904972,1.193011686,0.148487979,38.50307662,0.632224246,57.54354761,594.7925922,0.030538312
"C07","2013-09-19",3,"ambient","12:24:59",4351.5,0,7,1,38.74830892,0.216206676,626.253903,3.018549374,1.463418302,25.10462952,6,1.420000017,1,2.840000033,21.98659515,25.10462952,20.9111042,1000.40509,950.4544067,13.82383156,17.38382912,52.07204056,65.48194885,499.9006958,1800.203369,7.451656818,99.87143707,-14.89962006,0.129911184,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833167826,0.003018549,298.2546295,295.1365952,288.0325326,1.419331477,3.199566297,32.03685049,14.65302137,23.54561234,2.914195456,0.200911465,1.736147996,1.17804746,0.12685975,62.54487727,0.658899468,56.42078842,932.0353164,0.023456301
"C07","2013-09-19",3,"ambient","12:27:28",4500,0,7,1,40.48984863,0.174602277,734.1476791,2.526130561,1.495884731,25.10503006,6,1.420000017,1,2.840000033,21.83241463,25.10503006,20.71564865,1199.728638,1147.642944,14.08133507,17.06205559,53.53548431,64.86781311,499.8179932,1800.059082,7.151582718,99.85654449,-19.20259857,0.131330252,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833029989,0.002526131,298.2550301,294.9824146,288.0094467,1.656017237,3.199642644,32.04239302,14.98033743,23.46872234,2.900716493,0.164489515,1.703757913,1.19695858,0.103669078,73.30945039,0.639700425,54.84758875,1128.396009,0.019680773
"C07","2013-09-19",3,"ambient","12:30:08",4660.5,0,7,1,42.19791946,0.142137101,1213.187638,2.100286476,1.511594943,25.04226875,6,1.420000017,1,2.840000033,21.77230644,25.04226875,20.71633339,1800.078125,1745.022705,14.30670834,16.78564072,54.59069824,64.04965973,499.8196411,1800.682373,7.423587799,99.85346222,-32.92073822,0.158523321,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833032735,0.002100286,298.1922688,294.9223064,288.1091732,1.880436577,3.187699284,31.92377323,15.13813251,23.4072876,2.889986083,0.135362444,1.676104341,1.213881742,0.085185176,121.140986,0.695227423,53.71323101,1724.963835,0.013139908
"C07","2013-09-19",3,"ambient","12:32:37",4809,0,7,0,13.81279632,0.126414507,212.5092674,1.892702758,1.523416907,25.08481979,6,1.420000017,1,2.840000033,21.75812912,25.08481979,20.71729088,419.1266785,401.6343689,14.51545238,16.74925995,55.43202591,63.96255493,499.8643799,1800.709717,7.037226677,99.84772491,-4.402366638,0.145517111,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8331073,0.001892703,298.2348198,294.9081291,288.1135482,1.981203743,3.195792407,32.00666224,15.25740229,23.42147446,2.892460922,0.121027321,1.6723755,1.220085422,0.076108311,21.21856688,0.529111261,53.22162704,395.0684271,0.018607903
"C08","2013-09-19",3,"elevated","9:53:21",3834,0,8,1,16.65804512,0.15349545,209.0546997,2.458264936,1.64633454,24.80250549,6,1.420000017,1,2.840000033,21.32875443,24.80250549,19.65415955,420.0368958,398.879364,12.07949448,14.98400497,47.35703659,58.74401855,500.2075806,1800.525146,1284.043091,99.84621429,2.677622795,0.347707391,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833679301,0.002458265,297.9525055,294.4787544,288.084017,1.668126885,3.142430711,31.47270764,16.48870266,23.06562996,2.830942026,0.145624767,1.496096172,1.334845855,0.091691334,20.87332034,0.524105077,49.11391092,390.9609272,0.020926432
"C08","2013-09-19",3,"elevated","9:56:07",3999.5,0,8,1,16.71545373,0.156671709,210.9955279,2.693677054,1.766848315,25.80085564,6,1.420000017,1,2.840000033,22.8170166,25.80085564,21.26592827,419.8813171,398.5444336,12.52294636,15.70312119,44.836586,56.22273636,500.2324829,1799.667725,1005.746765,99.84332275,2.584116936,0.34443152,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833720805,0.002693677,298.9508556,295.9670166,287.9468295,1.601315081,3.334700112,33.39933027,17.69620909,24.30893612,3.051007534,0.148480613,1.567851797,1.483155737,0.093503108,21.06649459,0.529415318,48.52253075,390.5987074,0.020764946
"C08","2013-09-19",3,"elevated","9:58:37",4150,0,8,1,-0.401841959,0.167516076,51.76973426,2.728433249,1.679940153,25.55269241,6,1.420000017,1,2.840000033,22.24374962,25.55269241,20.60895538,48.7975235,49.1187439,12.86575127,16.08550835,47.69625092,59.63261414,500.2635193,1799.285889,1362.640991,99.84339905,1.597201347,0.365585923,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833772532,0.002728433,298.7026924,295.3937496,287.8857358,1.541174106,3.285971982,32.91125917,16.82575082,23.89822102,2.976712499,0.158185574,1.606031829,1.37068067,0.099663968,5.168866237,1.053971054,50.51058227,49.30976032,-0.004116279
"C08","2013-09-19",3,"elevated","10:01:06",4298.5,0,8,1,2.459748112,0.195227121,73.41215054,2.960242872,1.578190928,25.30075073,6,1.420000017,1,2.840000033,22.01403236,25.30075073,20.37991905,100.240387,96.94594574,13.12542248,16.61695099,49.34043503,62.46561813,500.2484131,1799.441528,1329.309204,99.83470917,2.013964653,0.381138444,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833747355,0.002960243,298.4507507,295.1640324,287.9106381,1.424979379,3.237139398,32.42498951,15.80803852,23.65739155,2.933888259,0.182670028,1.658948469,1.27493979,0.115234231,7.329080699,0.757248279,53.23646323,95.77669929,0.013672249
"C08","2013-09-19",3,"elevated","10:03:36",4449,0,8,1,5.340422315,0.216705621,97.00822647,3.122057901,1.509968625,25.16032791,6,1.420000017,1,2.840000033,21.92225075,25.16032791,20.30049515,148.8846741,141.9483337,13.35010338,17.03066063,50.46617508,64.37944794,500.2862854,1799.332886,1248.690063,99.83344269,2.373599052,0.401568055,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833810476,0.003122058,298.3103279,295.0722507,287.8932553,1.347522369,3.210198107,32.15553847,15.12487784,23.54128933,2.913436174,0.201342242,1.700229482,1.213206692,0.127134552,9.684665218,0.683405179,55.19618553,139.4097527,0.021144212
"C08","2013-09-19",3,"elevated","10:06:15",4607.5,0,8,1,9.773757487,0.228552609,140.4758079,3.167829202,1.45844143,24.98386383,6,1.420000017,1,2.840000033,21.78718758,24.98386383,20.17400932,230.4102631,217.8596802,13.47623634,17.21039391,51.36497498,65.59780121,500.2428894,1799.73938,885.3130493,99.83377075,2.796175957,0.426504731,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833738149,0.003167829,298.1338638,294.9371876,287.9582943,1.330894238,3.17661995,31.81909214,14.60869823,23.3855257,2.88619341,0.211529503,1.71817852,1.16801489,0.133636764,14.0242296,0.644799477,56.44000805,213.213704,0.025872209
"C08","2013-09-19",3,"elevated","10:09:11",4784,0,8,0,14.58163977,0.220743871,193.6807716,3.098937578,1.473193128,25.0845356,6,1.420000017,1,2.840000033,21.83285332,25.0845356,20.22698402,331.1183167,312.4686279,13.60231876,17.25486755,51.69894409,65.58135223,500.275177,1799.898804,841.3244019,99.82952118,3.003878593,0.43048346,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833791962,0.003098938,298.2345356,294.9828533,287.9838022,1.359360117,3.195738294,32.01195654,14.75708899,23.45869446,2.898962611,0.204823605,1.722545166,1.176417445,0.129355836,19.33505869,0.619840695,56.14572304,305.5372147,0.026795319
"C08","2013-09-19",3,"elevated","10:11:56",4948.5,0,8,1,18.25876856,0.208934594,240.6226015,2.975729345,1.488717486,25.14210892,6,1.420000017,1,2.840000033,21.89772415,25.14210892,20.2987442,420.2924194,396.9767151,13.70227909,17.20983887,51.87149811,65.14975739,500.2653198,1799.317017,641.7024536,99.82659149,3.099551201,0.424868226,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833775533,0.002975729,298.2921089,295.0477242,287.8907162,1.423213838,3.20671704,32.1228742,14.91303533,23.51991653,2.909684851,0.194616916,1.717999554,1.191685297,0.122845697,24.02053414,0.606137822,55.66275771,388.297371,0.0261741
"C08","2013-09-19",3,"elevated","10:14:26",5099,0,8,1,25.19569637,0.191837841,383.970421,2.764494585,1.498039118,25.08826256,6,1.420000017,1,2.840000033,21.84548187,25.08826256,20.24870872,650.7633667,618.4915771,13.75459576,17.01404953,52.23447037,64.61257172,500.2297058,1800.30896,507.66922,99.82390594,2.731448174,0.420197129,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833716176,0.002764495,298.2382626,294.9954819,288.0494272,1.535991626,3.196447998,32.02086682,15.00681729,23.46687222,2.900392834,0.179699409,1.69840888,1.201983954,0.113343065,38.32942719,0.620817543,54.99628345,606.5147498,0.02284643
"C08","2013-09-19",3,"elevated","10:17:20",5272.5,0,8,1,30.05246642,0.167001409,638.7988269,2.485217403,1.534586261,25.05002022,6,1.420000017,1,2.840000033,21.7916584,25.05002022,20.20231628,1000.139526,961.2290039,13.64500809,16.57639694,51.98468018,63.152668,500.2450867,1800.262817,442.1370544,99.81578064,1.393191338,0.407047868,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833741811,0.002485217,298.2000202,294.9416584,288.0420443,1.680010624,3.189172262,31.95058177,15.37418483,23.42083931,2.892350084,0.157726565,1.654586001,1.237764083,0.099372445,63.76220357,0.664564661,53.42364693,946.9435007,0.016954679
"C08","2013-09-19",3,"elevated","10:19:53",5426,0,8,1,31.40803446,0.145864406,774.9800198,2.222184567,1.560448921,24.99453354,6,1.420000017,1,2.840000033,21.68797112,24.99453354,20.10579681,1200.02063,1159.259277,13.58854103,16.21067429,52.10220337,62.15618134,500.2403564,1800.437256,418.5614319,99.82265472,0.140872002,0.402769685,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833733927,0.002222185,298.1445335,294.8379711,288.0699545,1.81182756,3.178641463,31.84288649,15.6322122,23.34125233,2.87849086,0.138738689,1.618192542,1.260298318,0.087324913,77.36056294,0.668513106,52.15700369,1144.329402,0.014315362
"C08","2013-09-19",3,"elevated","10:23:01",5613.5,0,8,1,33.34464974,0.122804195,1267.135144,1.940998195,1.606914748,24.94165802,6,1.420000017,1,2.840000033,22.13758278,24.94165802,20.79837418,1801.408081,1757.322266,13.3539381,15.64560699,49.81472015,58.36342239,500.2372131,1800.011353,546.7062988,99.81842041,-4.592648506,0.374811769,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833728689,0.001940998,298.091658,295.2875828,288.00181,2.024191536,3.168634525,31.74398585,16.09837885,23.5396204,2.913143093,0.117714129,1.561719777,1.351423317,0.074012314,126.4834286,0.7210602,50.20904317,1741.471816,0.009613724
"C08","2013-09-19",3,"elevated","10:25:32",5765,0,8,1,13.05651073,0.104660597,188.8340331,1.777488575,1.715214557,25.43657112,6,1.420000017,1,2.840000033,22.10690498,25.43657112,20.53341103,419.5475464,403.0291748,13.41242886,15.5111742,50.12230301,57.9653244,500.2753601,1798.813843,1013.779541,99.81003571,2.708590508,0.369960427,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833792267,0.001777489,298.5865711,295.256905,287.8102084,2.03485292,3.263385408,32.69596474,17.18479053,23.77173805,2.954153675,0.100940698,1.548170851,1.405982824,0.063411923,18.84753159,0.468536883,48.05671017,396.8227349,0.01581192
"C09","2013-09-19",3,"ambient","9:41:59",3683,0,9,1,15.66082614,0.136945122,201.758697,2.189105063,1.633338313,25.08538246,6,1.420000017,1,2.840000033,22.25660133,25.08538246,20.54733849,420.1329041,400.3040466,13.06428432,15.64805794,48.40076828,57.97317123,500.3959656,1800.850586,1250.209473,99.85655975,-0.204265594,-0.020043135,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833993276,0.002189105,298.2353825,295.4066013,288.1360873,1.891981127,3.195899545,32.00490336,16.35684543,23.6709919,2.936292235,0.130645387,1.562561232,1.373731003,0.082196916,20.14692938,0.504013633,50.05367733,392.8596399,0.019953232
"C09","2013-09-19",3,"ambient","9:44:28",3831.5,0,9,1,-0.47327048,0.143639755,55.28259776,2.223614498,1.585420087,24.91887856,6,1.420000017,1,2.840000033,22.11026573,24.91887856,20.57291031,50.72665024,51.1578331,13.18730068,15.81201363,49.29320526,59.10420227,500.2729187,1800.529785,1170.800171,99.85520172,0.615196228,-0.030422926,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833788198,0.002223614,298.0688786,295.2602657,288.0847592,1.8770558,3.164331898,31.6892044,15.87719077,23.51457214,2.908747472,0.136724584,1.57891181,1.329835661,0.086048361,5.520254951,1.080628213,51.14899458,51.38280322,-0.004711169
"C09","2013-09-19",3,"ambient","9:46:57",3981,0,9,1,2.099239084,0.170218752,74.94873963,2.536031327,1.539118649,24.88345337,6,1.420000017,1,2.840000033,22.294487,24.88345337,20.97177696,100.6739883,97.85894012,13.21731663,16.20926285,48.85286331,59.91146851,500.3280029,1801.219727,1172.885376,99.85230255,0.627342224,-0.043751478,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833880005,0.002536031,298.0334534,295.444487,288.1951498,1.744228093,3.157650867,31.62321535,15.4139525,23.58897018,2.921820297,0.160593397,1.618532218,1.303288079,0.101193437,7.483804225,0.765885463,52.88695364,96.8610624,0.011462022
"C09","2013-09-19",3,"ambient","9:49:26",4129.5,0,9,1,4.833358378,0.191320016,97.8045071,2.787586487,1.515326766,24.9445343,6,1.420000017,1,2.840000033,22.36125183,24.9445343,20.96933746,149.8087769,143.5325775,13.27594662,16.56356812,48.86892319,60.9706955,500.3156433,1800.343994,1268.846558,99.84873962,0.662345886,-0.049412489,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833859406,0.002787586,298.0945343,295.5112518,288.0550326,1.611521961,3.169178166,31.73979139,15.17622327,23.65289307,2.933093493,0.179244964,1.6538514,1.279242093,0.113053805,9.765656763,0.681409815,54.0945897,141.2350304,0.018512301
"C09","2013-09-19",3,"ambient","9:51:55",4279,0,9,1,8.980172838,0.19145088,135.0184311,2.839299681,1.541893086,25.11613274,6,1.420000017,1,2.840000033,22.44102859,25.11613274,20.96780777,230.3554993,218.8404694,13.27791691,16.62644958,48.63194656,60.89634705,500.2953491,1798.882935,1250.078491,99.83288574,0.566368103,-0.047804594,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833825582,0.0028393,298.2661327,295.5910286,287.8212631,1.568653989,3.201759528,32.07119081,15.44474123,23.77858067,2.95537025,0.179359825,1.659866442,1.295503809,0.113126915,13.47927961,0.61697195,53.75776874,214.5717253,0.022498493
"C09","2013-09-19",3,"ambient","9:54:24",4427.5,0,9,1,13.16080524,0.167174486,174.950216,2.546116671,1.571214345,25.10286331,6,1.420000017,1,2.840000033,22.23764229,25.10286331,20.53785896,330.2506409,313.5103455,13.30223942,16.30586624,49.33221054,60.47135544,500.315155,1799.657837,1253.709473,99.84230804,0.2604599,-0.032624006,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833858592,0.002546117,298.2528633,295.3876423,287.9452475,1.698316899,3.199229665,32.04282561,15.73695937,23.6702528,2.936161549,0.157880942,1.62801532,1.308146229,0.09947049,17.46743336,0.5580365,52.46894015,307.254329,0.022474329
"C09","2013-09-19",3,"ambient","9:56:53",4577,0,9,1,16.48369423,0.154802951,213.8767506,2.381091634,1.580294431,25.01351929,6,1.420000017,1,2.840000033,22.17585182,25.01351929,20.57607841,421.0180054,400.1070251,13.2383213,16.04807281,49.2700882,59.72736359,500.3032532,1799.648071,1290.038696,99.82176208,-0.193397522,-0.02155757,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833838755,0.002381092,298.1635193,295.3258518,287.943685,1.788689796,3.182241337,31.87923425,15.83116144,23.59468555,2.922826693,0.146801104,1.601946906,1.320879786,0.092437549,21.34955411,0.534548851,51.75092475,392.2714664,0.021746329
"C09","2013-09-19",3,"ambient","9:59:22",4725.5,0,9,1,23.468077,0.142295986,332.6157986,2.232255436,1.605368261,25.01328468,6,1.420000017,1,2.840000033,22.18296623,25.01328468,20.57619858,650.0918579,620.2875977,13.16017151,15.7948885,48.96282959,58.76538086,500.3187561,1799.916504,1281.266357,99.83157349,-1.447975159,-0.012089491,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833864594,0.002232255,298.1632847,295.3329662,287.9866342,1.867925514,3.182196832,31.87565538,16.08076688,23.59812546,2.923432557,0.135506536,1.576828572,1.346603986,0.085276482,33.20555854,0.536228356,50.78560864,609.1319978,0.019566212
"C09","2013-09-19",3,"ambient","10:01:51",4875,0,9,1,29.64428246,0.123382184,543.190763,2.006957955,1.654123602,25.10430145,6,1.420000017,1,2.840000033,22.21832085,25.10430145,20.57694244,1000.097473,962.2319336,13.11070824,15.48021221,48.67283249,57.46949387,500.3299866,1800.428833,1290.332275,99.82939148,-4.218238831,0.000672579,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833883311,0.002006958,298.2543015,295.3683208,288.0686068,1.978685409,3.199503767,32.04971722,16.56950501,23.66131115,2.934580905,0.118245094,1.545380165,1.38920074,0.074348166,54.22640333,0.564511262,49.24701177,948.1404615,0.015397427
"C09","2013-09-19",3,"ambient","10:04:20",5023.5,0,9,1,31.19814565,0.105638274,647.7109738,1.763568379,1.687689415,25.13987923,6,1.420000017,1,2.840000033,22.2180233,25.13987923,20.57415771,1200.071777,1160.203369,13.12906551,15.21186543,48.74220657,56.47468567,500.3095703,1801.211792,1354.309448,99.83008575,-5.97177887,0.008970499,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833849284,0.001763568,298.2898792,295.3680233,288.1938803,2.102351651,3.206291244,32.11748463,16.9056192,23.67895126,2.937699919,0.10184981,1.51860183,1.41909809,0.063985995,64.66104206,0.558273654,48.02081324,1145.373265,0.013080106
"C09","2013-09-19",3,"ambient","10:06:58",5182,0,9,1,33.92264328,0.089858732,1096.891752,1.518363266,1.69935294,25.04722595,6,1.420000017,1,2.840000033,21.97176552,25.04722595,20.17863274,1800.779419,1756.895142,13.12520599,14.91907692,49.46187973,56.22202301,500.2736816,1800.714233,1343.7229,99.82442474,-12.16831207,0.024096727,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833789469,0.001518363,298.197226,295.1217655,288.1142709,2.209968906,3.188641211,31.94249523,17.02341831,23.50949574,2.90785734,0.087102766,1.489288271,1.418569068,0.054680304,109.4965882,0.624335355,47.10110956,1740.769942,0.009178663
"C09","2013-09-19",3,"ambient","10:09:27",5330.5,0,9,0,10.90994136,0.081378698,177.7269065,1.379624996,1.699687553,25.09553909,6,1.420000017,1,2.840000033,21.95553017,25.09553909,20.18161011,419.3513794,405.5974121,13.37993336,15.00951481,50.46605682,56.61247253,500.3435059,1800.828125,1326.445923,99.81311798,0.004936218,0.007712603,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833905843,0.001379625,298.2455391,295.1055302,288.1324936,2.273843802,3.197834025,32.03821391,17.0286991,23.52553463,2.910670522,0.079111791,1.498146472,1.412524049,0.049643659,17.73947669,0.438185504,47.08460736,400.4113485,0.012829065
"C10","2013-09-19",3,"elevated","9:45:05",2913,0,10,0,25.71973047,0.467308877,280.9759065,3.817182479,0.924233123,24.75988388,6,1.420000017,1,2.840000033,21.73279953,24.75988388,20.62631416,419.0067139,386.4194336,17.66644669,22.13928032,67.55901337,84.66376495,500.7124939,1800.25647,203.0233307,99.83203888,-1.241847992,-0.276781142,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834520823,0.003817182,297.9098839,294.8827995,288.0410287,1.016062968,3.134442616,31.39716119,9.257880868,23.24634171,2.862039153,0.401280093,2.210209494,0.651829659,0.255999738,28.05039762,0.727126749,73.98352173,374.1935055,0.050851664
"C10","2013-09-19",3,"elevated","9:45:13",2921.5,0,10,0,25.80454636,0.469540257,281.1269294,3.822593985,0.921703289,24.77188492,6,1.420000017,1,2.840000033,21.77839851,24.77188492,20.671175,419.1586609,386.469696,17.70924759,22.18783188,67.53215027,84.61070251,500.7536316,1800.196045,205.4486542,99.82889557,-1.241847992,-0.276781142,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834589386,0.003822594,297.9218849,294.9283985,288.0313607,1.017455561,3.13669004,31.42066255,9.232830671,23.27514172,2.867022602,0.402924343,2.214986752,0.652035851,0.257070539,28.06459088,0.727422958,74.08984567,374.2034506,0.051091321
"C10","2013-09-19",3,"elevated","9:45:21",2929.5,0,10,0,25.69203966,0.470372508,281.7051479,3.82533572,0.920923004,24.79320526,6,1.420000017,1,2.840000033,21.84206963,24.79320526,20.80070305,419.0129089,386.4554138,17.75379181,22.23566246,67.43929291,84.46405792,500.7208557,1800.220459,203.233963,99.82896423,-1.241847992,-0.276781142,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83453476,0.003825336,297.9432053,294.9920696,288.035267,1.021504058,3.140686156,31.46067056,9.225008102,23.31763744,2.87438977,0.403537041,2.219763152,0.654626618,0.257469598,28.12233313,0.728946051,74.15005341,374.2426486,0.05090457
"C10","2013-09-19",3,"elevated","9:47:56",3083.5,0,10,1,26.07704373,0.441742254,274.3090449,3.833721868,0.973345209,25.4483242,6,1.420000017,1,2.840000033,22.50741005,25.4483242,21.11398697,419.5649414,386.5393677,18.47204208,22.96074295,67.38611603,83.76092529,500.6834106,1799.422729,211.2272034,99.83649445,-1.409175873,-0.392448485,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834472351,0.003833722,298.5983242,295.65741,287.9076303,1.013443892,3.265665295,32.71013584,9.749392893,23.97786713,2.990994913,0.382281089,2.292320086,0.698674827,0.243640021,27.38605344,0.709653577,73.46804137,374.14359,0.051205724
"C10","2013-09-19",3,"elevated","9:50:28",3236,0,10,1,-0.016137868,0.435048096,49.34355378,3.466213943,0.891957536,25.10785484,6,1.420000017,1,2.840000033,21.71205902,25.10785484,20.16945267,50.18094635,49.99263,19.06304932,23.12072563,72.99337006,88.5304184,500.6913757,1799.828979,209.7870026,99.83352661,0.858596802,-0.257648528,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834485626,0.003466214,298.2578548,294.862059,287.9726303,1.148352374,3.200181113,32.05517447,8.934448835,23.40995693,2.890451596,0.377257542,2.308223578,0.582228018,0.240376026,4.926140989,0.987016562,75.1446463,50.00030117,-0.000242533
"C10","2013-09-19",3,"elevated","9:53:01",3389,0,10,1,3.906098191,0.445112914,76.95097195,3.27348536,0.825929453,24.92066574,6,1.420000017,1,2.840000033,21.61992455,24.92066574,20.17942047,99.06616974,94.01695251,19.59413338,23.42467308,75.45632172,90.20759583,500.7344055,1799.833496,208.7256622,99.84087372,1.65662384,-0.131153166,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834557343,0.003273485,298.0706657,294.7699245,287.9733529,1.262636798,3.16466928,31.69713126,8.272458184,23.27029514,2.866183438,0.384802809,2.338739827,0.527443611,0.24527912,7.682852273,0.818479752,76.79827635,92.16018051,0.032550024
"C10","2013-09-19",3,"elevated","9:55:35",3543,0,10,1,8.202301639,0.468782659,105.3119311,3.227054045,0.778471662,24.8856411,6,1.420000017,1,2.840000033,21.73843193,24.8856411,20.37470627,149.1640015,138.7982635,20.06088448,23.83576012,76.68989563,91.12070465,500.7001648,1799.857178,217.2821808,99.83283234,2.166862488,-0.047992766,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834500275,0.003227054,298.0356411,294.8884319,287.977142,1.30724629,3.158063105,31.63351206,7.797751938,23.31203651,2.873417832,0.402366336,2.379591443,0.493826389,0.256707122,10.51358836,0.758740984,78.23857709,134.8992822,0.047571521
